volume,book,english_line,estimated_words,estimated_syllables,text,review_status
iliad,21,96,14,16,"But I will tell you another thing, and lay it up in your heart:",unreviewed
iliad,21,97,11,13,"do not kill me. I am not Hector’s full brother,",unreviewed
iliad,21,101,11,13,"“Fool, do not speak to me of ransom or make speeches.",unreviewed
iliad,21,104,11,14,and I captured many alive and sold them beyond the sea.,unreviewed
iliad,21,106,10,13,whom a god casts before my hands here before Ilium—,unreviewed
iliad,21,107,14,15,"not one of all the Trojans, and least of all a son of Priam.",unreviewed
iliad,21,109,10,13,"Patroclus died too, though he was far better than you.",unreviewed
iliad,21,111,13,16,"I am the son of a noble father, and a goddess bore me;",unreviewed
iliad,21,112,10,13,yet death and powerful fate stand over me as well.,unreviewed
iliad,21,116,12,14,So he spoke; and Lycaon’s knees and dear heart were loosened.,unreviewed
iliad,21,118,11,14,"Achilles drew his sharp sword and struck him beside the neck,",unreviewed
iliad,21,122,12,16,"Achilles seized him by the foot and cast him into the river,",unreviewed
iliad,21,123,6,7,and spoke over him in triumph:,unreviewed
iliad,21,125,11,13,from your wound without care. Your mother will not lay you,unreviewed
iliad,21,126,9,13,upon a bier and mourn you; the whirling Scamander,unreviewed
iliad,21,130,9,14,"Perish, until we reach the holy city of Ilium—",unreviewed
iliad,21,132,10,14,"Nor will the river, though fair-flowing and silver-whirling,",unreviewed
iliad,21,133,12,15,"save you, to which for so long you have sacrificed many bulls",unreviewed
iliad,21,134,9,14,and cast living single-hoofed horses into the eddies.,unreviewed
iliad,21,136,10,13,until all of you have paid for Patroclus’s death,unreviewed
iliad,21,138,11,14,whom you killed beside the swift ships while I was away.”,unreviewed
iliad,21,140,10,13,"within his heart, and pondered how to make the godlike",unreviewed
iliad,21,141,10,14,"Achilles cease from his labor, and ward from the Trojans",unreviewed
iliad,21,142,9,13,"the doom that followed. Meanwhile the son of Peleus,",unreviewed
iliad,21,143,8,14,"holding his long-shadowed spear, sprang upon Asteropaeus,",unreviewed
iliad,21,144,11,14,"the son of Pelegon, resolved in his heart to slay him.",unreviewed
iliad,21,146,6,14,"and Periboea, eldest daughter of Acessamenus;",unreviewed
iliad,21,148,11,15,"Against him Achilles rushed; but he stood forth from the River,",unreviewed
iliad,21,149,10,14,"holding two spears, for Xanthus had set courage within him,",unreviewed
iliad,21,150,9,13,"angered at the young men slain, whom Achilles butchered",unreviewed
iliad,21,154,11,15,to come against me? Unhappy are the children of those men,unreviewed
iliad,21,155,6,7,who meet my strength in battle.”,unreviewed
iliad,21,157,11,15,"“Great-hearted son of Peleus, why do you question my lineage?",unreviewed
iliad,21,159,10,14,leading the long-speared Paeonians; and this is the eleventh,unreviewed
iliad,21,160,13,15,"dawn since I came to Ilium. But my blood is from the Axios,",unreviewed
iliad,21,163,8,14,"the famous spearman Pelegon, and Pelegon, men say,",unreviewed
iliad,21,165,9,14,"He spoke, and threatened him. Then shining Achilles lifted",unreviewed
iliad,21,166,7,14,"the Pelian ash; but Asteropaeus, being ambidextrous,",unreviewed
iliad,21,167,11,13,"cast both his spears together. With one he struck the shield,",unreviewed
iliad,21,169,11,13,"held it fast. With the other he struck the right forearm,",unreviewed
iliad,21,170,10,13,slanting above the elbow; and the dark blood sprang forth.,unreviewed
iliad,21,172,10,13,"longing to drink his flesh. Then Achilles, in his turn,",unreviewed
iliad,21,176,12,14,The son of Peleus drew the sharp sword from beside his thigh,unreviewed
iliad,21,177,10,14,"and leapt upon him, fierce to strike. Asteropaeus could not",unreviewed
iliad,21,178,11,13,with his broad hand wrench Achilles’ ash from the steep bank.,unreviewed
iliad,21,182,12,14,"the ash-spear of Aeacus’ son. But before that could be done,",unreviewed
iliad,21,187,9,14,"Achilles sprang upon his breast, stripped away his armor,",unreviewed
iliad,21,188,5,7,"and, exulting, spoke this word:",unreviewed
iliad,21,190,11,15,"of mighty Cronus, even when one is born from a river.",unreviewed
iliad,21,191,11,13,You said that you were sprung from a wide-flowing River;,unreviewed
iliad,21,193,10,15,"My father was a man who ruled over many Myrmidons,",unreviewed
iliad,21,194,10,13,"Peleus, son of Aeacus; and Aeacus was born from Zeus.",unreviewed
iliad,21,195,10,14,"Zeus is mightier than rivers flowing into the salt sea,",unreviewed
iliad,21,196,12,15,and the offspring of Zeus is mightier than a river’s child.,unreviewed
iliad,21,197,13,15,"For you have beside you a great River, if he can help you;",unreviewed
iliad,21,199,9,14,"Not even lordly Achelous can equal him in strength,",unreviewed
iliad,21,200,10,15,"nor Oceanus, deep-flowing and mighty, from whom all rivers,",unreviewed
iliad,21,201,10,16,"every sea, every spring, and every deep well are born.",unreviewed
iliad,21,202,9,14,Yet even Oceanus fears the thunderbolt of great Zeus,unreviewed
iliad,21,203,10,15,"and the terrible thunder, when it crashes down from heaven.”",unreviewed
iliad,21,205,12,15,"but left the other there, since he had taken away his life.",unreviewed
iliad,21,206,11,13,"He lay upon the sands, and the black water drenched him.",unreviewed
iliad,21,209,8,13,"Achilles went on against the Paeonians, horse-crested,",unreviewed
iliad,21,212,11,13,by the hands of Peleus’ son and by his mighty sword.,unreviewed
iliad,21,213,7,14,"There he seized Thersilochus, Mydon, and Astypylus,",unreviewed
iliad,21,218,13,18,"appearing in the likeness of a man and speaking from his deep whirl,",unreviewed
iliad,21,219,4,6,addressed him in anger:,unreviewed
iliad,21,220,12,16,"“Achilles, you surpass in strength, and you do deeds beyond all measure",unreviewed
iliad,21,221,10,16,against men; for the gods themselves are ever your defenders.,unreviewed
iliad,21,222,13,17,"If the son of Cronus has granted you all the Trojans to destroy,",unreviewed
iliad,21,223,14,16,"drive them from me at least, and do your dreadful work upon the plain;",unreviewed
iliad,21,224,9,15,"for my lovely channels are already filled with corpses,",unreviewed
iliad,21,225,14,15,"and I can find no way to pour my stream into the bright sea,",unreviewed
iliad,21,226,12,15,"so choked am I with the dead, while you kill without pity.",unreviewed
iliad,21,227,10,14,"Come now, desist; dread seizes me, shepherd of the people.”",unreviewed
iliad,21,229,10,14,"“It shall be so, Zeus-nurtured Scamander, as you command;",unreviewed
iliad,21,230,10,16,but I will not cease from slaughtering the overweening Trojans,unreviewed
iliad,21,231,12,16,until I have driven them beneath their city and tried my strength,unreviewed
iliad,21,232,10,14,"against Hector face to face—whether he shall master me,",unreviewed
iliad,21,233,5,6,or I shall master him.”,unreviewed
iliad,21,234,11,13,"So he spoke, and like a god sprang upon the Trojans.",unreviewed
iliad,21,238,9,13,who charged you earnestly to stand beside the Trojans,unreviewed
iliad,21,243,9,13,"But the River rushed upon him, raging and swelling;",unreviewed
iliad,21,244,9,14,"he stirred all his channels into confusion, pushed onward",unreviewed
iliad,21,245,11,16,the many corpses that lay thick about him—those whom Achilles,unreviewed
iliad,21,248,8,13,"within his beautiful channels, hiding them in deep,",unreviewed
iliad,21,249,2,3,great whirlpools.,unreviewed
iliad,21,250,9,15,"Around Achilles stood a terrible wave, tossed and seething;",unreviewed
iliad,21,253,11,13,"a great and flourishing elm; but it fell from its roots,",unreviewed
iliad,21,255,9,13,"and checked the lovely channels with its thick branches,",unreviewed
iliad,21,257,12,13,"out of the whirl and fled across the plain on swift feet,",unreviewed
iliad,21,258,13,14,"in fear; yet the great god did not cease, but rose against him,",unreviewed
iliad,21,259,9,13,"dark-crested, that he might make the godlike Achilles",unreviewed
iliad,21,261,12,15,"The son of Peleus leapt as far as a black hunting eagle,",unreviewed
iliad,21,263,11,14,"launches itself; so he flew, and the bronze upon his breast",unreviewed
iliad,21,264,9,13,"rang terribly. Beneath him he turned aside and fled,",unreviewed
iliad,21,265,8,14,while the River followed behind with mighty uproar.,unreviewed
iliad,21,267,9,13,"guides its running course among the plants and gardens,",unreviewed
iliad,21,268,10,14,holding a mattock in his hands and casting the barriers,unreviewed
iliad,21,269,9,13,from the channel; while the stones are all upheaved,unreviewed
iliad,21,270,10,16,"beneath the water rushing forth, and the stream, descending swiftly,",unreviewed
iliad,21,271,10,14,"gurgles through the hollow land, and outruns even the guide—",unreviewed
iliad,21,272,11,18,so always the wave of the River overtook swift-footed Achilles.,unreviewed
iliad,21,274,8,13,"As often as shining, swift-footed Achilles tried",unreviewed
iliad,21,275,10,16,"to stand against it and discover whether all the immortals,",unreviewed
iliad,21,276,10,13,"who possess the wide heaven, were driving him in fear,",unreviewed
iliad,21,277,10,13,so often the great wave of the heaven-fed River,unreviewed
iliad,21,278,11,13,"struck him above the shoulders. He leapt high with his feet,",unreviewed
iliad,21,279,9,14,"his spirit in anguish; but the River, rushing beneath,",unreviewed
iliad,21,280,12,13,struck at his knees and swept the dust from under his feet.,unreviewed
iliad,21,281,11,15,"Then the son of Peleus groaned, looking into the wide heaven:",unreviewed
iliad,21,282,11,14,"“Father Zeus, how has no god stood beside me in pity",unreviewed
iliad,21,283,12,16,to save me from the River? Afterward let any other grief come.,unreviewed
iliad,21,284,12,16,"No other one of the heavenly gods is so greatly to blame,",unreviewed
iliad,21,286,11,14,she told me that beneath the wall of the armored Trojans,unreviewed
iliad,21,289,14,14,"and was the best of men! Then a good man would have killed me,",unreviewed
iliad,21,290,12,13,and a good man stripped my armor. But now fate has decreed,unreviewed
iliad,21,292,10,13,"caught in the great River, like a swineherd’s boy",unreviewed
iliad,21,293,11,15,whom a torrent sweeps away as he crosses it in winter.”,unreviewed
iliad,21,294,12,18,"So he spoke; and Poseidon and Athena came very swiftly near him,",unreviewed
iliad,21,295,12,14,likened in form to mortal men. They took him by the hand,unreviewed
iliad,21,296,9,14,and strengthened him with words. Earth-shaking Poseidon began:,unreviewed
iliad,21,297,11,14,"“Son of Peleus, do not fear so greatly, nor be afraid;",unreviewed
iliad,21,298,12,15,"for we two are beside you, a strong defense among the gods,",unreviewed
iliad,21,299,8,14,with Zeus’s approval—myself and Pallas Athena.,unreviewed
iliad,21,300,11,14,It is not your fate to be overcome by this River;,unreviewed
iliad,21,302,12,14,"But we shall give you good counsel, if you will obey us:",unreviewed
iliad,21,307,11,13,go back again to the ships; and we grant you glory.”,unreviewed
iliad,21,308,9,15,"Having spoken thus, the two withdrew among the immortals.",unreviewed
iliad,21,309,11,17,"Achilles went out upon the plain, compelled by the mighty command",unreviewed
iliad,21,310,12,14,of the gods. All the plain was filled with water poured abroad;,unreviewed
iliad,21,311,11,15,"many fine weapons of the young men slain, and many corpses,",unreviewed
iliad,21,312,10,16,floated upon it. Achilles leapt high above the rising stream,unreviewed
iliad,21,313,10,14,and sprang straight against the current; the broad-flowing River,unreviewed
iliad,21,314,12,15,"could not hold him back, for Athena had given him great strength.",unreviewed
iliad,21,315,13,17,Nor did Scamander lay aside his own might. He was angered still more,unreviewed
iliad,21,316,12,16,"against Peleus’s son, and lifted the wave of his current high;",unreviewed
iliad,21,323,9,13,"raise a mighty wave, and awaken a great uproar",unreviewed
iliad,21,324,11,13,"of trees and stones, that we may stop this savage man,",unreviewed
iliad,21,325,12,14,who now prevails and is bent on being equal to the gods.,unreviewed
iliad,21,326,10,13,For I declare that neither his strength nor his beauty,unreviewed
iliad,21,327,10,13,nor his bright armor shall help him—those armor-pieces,unreviewed
iliad,21,331,13,16,"to gather up his bones, so much ruin will I heap upon him.",unreviewed
iliad,21,332,12,14,"There, too, his monument shall be made; he shall have no need",unreviewed
iliad,21,334,9,13,"So he spoke, and rushed upon Achilles, tossing high,",unreviewed
iliad,21,336,10,14,"The purple wave of the heaven-fed River stood lifted,",unreviewed
iliad,21,338,10,16,"Then white-armed Hera cried aloud, greatly afraid for Achilles,",unreviewed
iliad,21,339,9,13,lest the deep-eddying River should carry him away.,unreviewed
iliad,21,341,10,13,"“Rise, my lame-footed child. Opposite you we have made",unreviewed
iliad,21,343,11,14,"Come swiftly to his aid, and make a mighty flame appear.",unreviewed
iliad,21,344,14,15,But I will bring from the sea a bitter storm of the West Wind,unreviewed
iliad,21,348,13,18,"along the banks of Xanthus, and cast the fire into the River itself.",unreviewed
iliad,21,353,12,15,First the fire spread across the plain and burned the many corpses,unreviewed
iliad,21,355,12,14,"the whole plain was dried, and the bright water was held back.",unreviewed
iliad,21,357,8,15,"the newly watered garden, and the gardener rejoices,",unreviewed
iliad,21,359,9,13,then Hephaestus turned his bright flame toward the River.,unreviewed
iliad,21,362,11,17,which had grown in abundance around the River’s lovely banks.,unreviewed
iliad,21,365,7,13,distressed by the breath of resourceful Hephaestus.,unreviewed
iliad,21,366,12,14,The River’s strength was burning; he spoke and called by name:,unreviewed
iliad,21,367,9,13,"“Hephaestus, no god can stand against you in contest,",unreviewed
iliad,21,368,11,13,"nor could I fight with you here, against this blazing fire.",unreviewed
iliad,21,372,11,15,"He spoke, burning in the fire; and the lovely channels boiled.",unreviewed
iliad,21,373,11,13,"As when a cauldron boils within, urged by a great fire,",unreviewed
iliad,21,374,12,16,"melting the fat of a tender, well-fed hog on every side,",unreviewed
iliad,21,376,12,16,"so his lovely channels were burned by fire, and the water boiled;",unreviewed
iliad,21,378,8,13,and the breath of thoughtful Hephaestus tormented him.,unreviewed
iliad,21,379,10,13,Then he addressed white-armed Hera with many winged words:,unreviewed
iliad,21,380,13,17,"“Hera, why has your son afflicted my stream for the sake of others?",unreviewed
iliad,21,384,12,16,and let that other one cease also. I swear you this besides:,unreviewed
iliad,21,385,11,15,"never again will I ward the evil day from the Trojans,",unreviewed
iliad,21,387,10,13,and the warlike sons of the Achaeans set it ablaze.”,unreviewed
iliad,21,388,12,14,"When the white-armed goddess Hera heard him, she at once spoke",unreviewed
iliad,21,390,10,14,"“Hephaestus, glorious child, hold back; for it is not fitting",unreviewed
iliad,21,391,11,17,that an immortal god should scourge another so harshly for mortals.”,unreviewed
iliad,21,393,8,14,The lovely wave withdrew backward into its channels.,unreviewed
iliad,21,396,3,3,held them back.,unreviewed
iliad,21,397,9,14,Among the other gods a heavy quarrel now arose;,unreviewed
iliad,21,398,10,13,"hard strife divided them, and their hearts were blown apart.",unreviewed
iliad,21,399,12,15,"They fell together with a mighty crash, and the broad earth groaned;",unreviewed
iliad,21,401,10,14,"sitting upon Olympus, and his dear heart laughed for joy,",unreviewed
iliad,21,402,10,13,when he saw the gods coming together in their strife.,unreviewed
iliad,21,403,11,14,"They did not stand apart for long. Ares, the shield-piercer,",unreviewed
iliad,21,404,10,14,"began, and first sprang upon Athena with his bronze spear;",unreviewed
iliad,21,405,6,7,he spoke a word of reproach:,unreviewed
iliad,21,406,11,14,"“Why again, dog-faced one, do you drive the gods together",unreviewed
iliad,21,407,10,13,"in strife, with this unwearied boldness, while your great heart",unreviewed
iliad,21,408,11,16,"urges you on? Do you not remember when you stirred Diomedes,",unreviewed
iliad,21,409,12,14,"son of Tydeus, to wound me, and yourself took up his spear,",unreviewed
iliad,21,411,13,15,Therefore I think I shall now make you pay for all you did.”,unreviewed
iliad,21,415,10,13,"But Athena drew back, and with her broad hand lifted",unreviewed
iliad,21,416,11,13,"a dark, rough, mighty stone that men of an earlier age",unreviewed
iliad,21,419,11,14,and loosed his limbs. Seven acres covered him as he fell;,unreviewed
iliad,21,420,10,13,"the dust rose about his hair, and his armor clattered.",unreviewed
iliad,21,421,8,13,"Pallas Athena laughed and, boasting over him, spoke:",unreviewed
iliad,21,422,13,14,"“Fool! You have not yet learned how much stronger I claim to be,",unreviewed
iliad,21,426,11,18,now plots evil for you while you defend the overweening Trojans.,unreviewed
iliad,21,430,10,14,"Then Aphrodite, daughter of Zeus, took Ares by the hand,",unreviewed
iliad,21,431,10,18,groaning heavily; and with difficulty he gathered back his spirit.,unreviewed
iliad,21,432,12,13,"When white-armed Hera saw her, she at once spoke winged words",unreviewed
iliad,21,433,9,13,"to Athena, daughter of Zeus who bears the aegis:",unreviewed
iliad,21,434,10,13,"“Ah me, child of the aegis-bearing Zeus, unwearied one!",unreviewed
iliad,21,435,11,15,There is that dog-faced woman leading the man-destroyer Ares,unreviewed
iliad,21,437,3,4,Go after her.”,unreviewed
iliad,21,438,11,14,"So she spoke; and Athena rushed after them, glad at heart.",unreviewed
iliad,21,444,9,16,whenever they fought the armored Argives—bold and enduring,unreviewed
iliad,21,447,11,14,ended the war and sacked the well-built city of Ilium.”,unreviewed
iliad,21,449,8,14,Then the mighty Earth-shaker addressed Phoebus Apollo:,unreviewed
iliad,21,452,11,17,"It would be shameful if we went unchallenged back to Olympus,",unreviewed
iliad,21,453,12,14,"to the bronze-floored house of Zeus. Begin, since you are younger;",unreviewed
iliad,21,455,5,5,and know more than you.”,unreviewed
iliad,21,458,12,15,"if I should fight with you for the sake of pitiful mortals,",unreviewed
iliad,21,459,12,14,"who are like the leaves of trees: for a time they flourish,",unreviewed
iliad,21,460,12,14,"eating the fruit of the field, and for a time they wither,",unreviewed
iliad,21,463,11,17,"“Have you forgotten all the evils we two suffered around Ilium,",unreviewed
iliad,21,464,10,14,"alone among the gods, when we came to proud Laomedon",unreviewed
iliad,21,465,13,13,"from Zeus and served him for a full year at a fixed wage,",unreviewed
iliad,21,466,10,15,under whatever orders he gave? I built for the Trojans,unreviewed
iliad,21,468,10,15,"so that the city might be unbroken; while you, Phoebus,",unreviewed
iliad,21,469,9,14,"kept the long-horned, twisting-footed cattle of Laomedon",unreviewed
iliad,21,471,11,13,"But when the joyful seasons brought the wage due at last,",unreviewed
iliad,21,472,9,14,"then mighty Laomedon cheated us of all our payment,",unreviewed
iliad,21,474,13,16,"our hands and feet above us, and sell us beyond the distant islands;",unreviewed
iliad,21,475,14,15,he boasted that he would cut the ears from both of us with bronze.,unreviewed
iliad,21,476,10,13,"So we went back in anger, resentful of the wage",unreviewed
iliad,21,478,13,15,"And now you bring favor to his people, nor will you join us,",unreviewed
iliad,21,479,7,14,"that the overweening Trojans may perish utterly,",unreviewed
iliad,21,485,9,15,"feeding upon the harvest of earth; another they wither,",unreviewed
iliad,21,489,11,14,to join battle with his father’s brother in his hands.,unreviewed
iliad,21,490,11,17,"His sister, the lady of the wild, Artemis, rebuked him sharply:",unreviewed
iliad,21,491,10,14,"“You flee, far-shooter, and have given all the victory",unreviewed
iliad,21,492,8,13,"to Poseidon, granting him glory for nothing. Fool!",unreviewed
iliad,21,493,13,18,Why do you carry a useless bow? May I never hear you again,unreviewed
iliad,21,494,11,14,"boasting in our father’s halls, as once you did among",unreviewed
iliad,21,495,11,15,"the immortal gods, that you would fight Poseidon face to face.”",unreviewed
iliad,21,496,10,13,So she spoke; but the far-shooter answered her nothing.,unreviewed
iliad,21,497,11,16,"Then the revered wife of Zeus, angry, rebuked the archer goddess:",unreviewed
iliad,21,498,10,13,"“How now? You shameless hound, do you intend to stand",unreviewed
iliad,21,500,12,13,though you carry the bow; for Zeus has made you a lion,unreviewed
iliad,21,501,10,13,"among women, and granted you to kill whom you will.",unreviewed
iliad,21,502,10,14,"Better it is to destroy wild beasts upon the mountains,",unreviewed
iliad,21,503,12,15,"and the forest deer, than to contend in strength with the stronger.",unreviewed
iliad,21,504,12,13,"But if you wish to learn war, that you may know clearly",unreviewed
iliad,21,505,12,14,"how much stronger I am, since you match your strength against mine—”",unreviewed
iliad,21,509,11,15,as Artemis twisted to and fro; and the swift arrows fell.,unreviewed
iliad,21,511,12,15,"as a dove, flying before a hawk, darts into a hollow rock;",unreviewed
iliad,21,512,14,15,for it was not her fate to be taken. So she fled in tears,unreviewed
iliad,21,514,10,14,"Then Hermes, the guide and slayer of Argus, addressed Leto:",unreviewed
iliad,21,515,12,13,"“Leto, I will not fight with you; it is a hard thing",unreviewed
iliad,21,516,11,14,"to box with the wives of Zeus, gatherer of the clouds.",unreviewed
iliad,21,517,11,17,"But among the immortal gods, boast freely that you defeated me",unreviewed
iliad,21,518,4,4,by your strong might.”,unreviewed
iliad,21,519,11,14,"So he spoke; and Leto gathered the curved bow and arrows,",unreviewed
iliad,21,522,12,13,"“Leto, I will not fight with you; it is a hard thing",unreviewed
iliad,21,523,10,13,"to box with the wives of Zeus, gatherer of clouds.",unreviewed
iliad,21,524,11,17,"But among the immortal gods, boast freely that you defeated me",unreviewed
iliad,21,525,4,4,by your strong might.”,unreviewed
iliad,21,526,11,14,"So he spoke; and Leto gathered the curved bow and arrows,",unreviewed
iliad,21,529,11,15,"Artemis came to Olympus, to the bronze-floored house of Zeus;",unreviewed
iliad,21,530,12,17,"weeping, she sat upon her father’s knees, and her ambrosial robe",unreviewed
iliad,21,531,11,15,"quivered around her. Her father, Cronus’s son, took her close,",unreviewed
iliad,21,532,5,7,"smiling sweetly, and asked her:",unreviewed
iliad,21,534,10,13,as though you had been caught openly in some wrongdoing?”,unreviewed
iliad,21,537,10,15,from her arise the strife and quarrels among the immortals.”,unreviewed
iliad,21,538,10,19,"While they spoke thus together, Phoebus Apollo entered holy Ilium;",unreviewed
iliad,21,539,12,14,"for his thought was fixed upon the city’s well-built wall,",unreviewed
iliad,21,540,12,13,lest the Danaans should sack it on that day beyond its fate.,unreviewed
iliad,21,541,10,16,"The other gods, who live forever, went back toward Olympus,",unreviewed
iliad,21,542,10,15,"some angry and some greatly exulting, and sat down beside",unreviewed
iliad,21,543,10,14,"their father, wrapped in dark cloud. But Achilles kept killing",unreviewed
iliad,21,544,10,15,"the Trojans themselves, and their single-hoofed horses with them.",unreviewed
iliad,21,545,12,16,"As when smoke rises to the wide heaven from a city burning,",unreviewed
iliad,21,547,10,15,"bringing toil to all and many sorrows upon the people,",unreviewed
iliad,21,548,9,14,so Achilles brought toil and sorrow upon the Trojans.,unreviewed
iliad,21,549,11,13,"The old king Priam stood upon the tower of the god,",unreviewed
iliad,21,550,8,14,and saw enormous Achilles. Beneath him the Trojans,unreviewed
iliad,21,553,8,13,and urged the famous gatekeepers along the wall:,unreviewed
iliad,21,554,11,15,“Keep the gates open in your hands until the people reach,unreviewed
iliad,21,556,12,16,driving them before him. Now I think evil will come upon us.,unreviewed
iliad,21,557,10,13,"But when they have drawn breath together within the wall,",unreviewed
iliad,21,558,9,13,close the strong-fitted doors again upon their sockets;,unreviewed
iliad,21,559,11,14,I fear that this savage man may spring into the city.”,unreviewed
iliad,21,560,13,15,So he spoke; and they opened the gates and thrust back the bars.,unreviewed
iliad,21,562,13,18,"Then Apollo leapt out to meet them, to ward destruction from the Trojans.",unreviewed
iliad,21,563,11,14,"The Trojans fled straight toward the city and the high wall,",unreviewed
iliad,21,566,12,15,"violent fury held his heart, and he yearned to win the glory.",unreviewed
iliad,21,567,12,15,"Then the sons of the Achaeans would have taken high-gated Troy,",unreviewed
iliad,21,568,8,14,"had not Phoebus Apollo stirred the noble Agenor,",unreviewed
iliad,21,570,10,15,"Apollo cast courage into his heart, and stood beside him,",unreviewed
iliad,21,571,12,16,"leaning against a beech, and warding off the heavy hands of death;",unreviewed
iliad,21,573,8,14,"When Agenor saw Achilles, the sacker of cities,",unreviewed
iliad,21,576,9,13,"“Woe is me! If I flee before mighty Achilles,",unreviewed
iliad,21,577,12,15,"where the others flee in terror, he will seize me even so",unreviewed
iliad,21,578,14,15,"and cut my throat, helpless as I am. But if I leave these men",unreviewed
iliad,21,579,11,15,"to be driven and scatter from Achilles, and flee on foot",unreviewed
iliad,21,580,11,14,"from the wall toward the plain of Ilium, until I reach",unreviewed
iliad,21,581,9,13,"the lower slopes of Ida and enter the thickets,",unreviewed
iliad,21,582,12,16,then at evening I could wash away my sweat in the River,unreviewed
iliad,21,583,12,16,and return at nightfall to Ilium. But why has my dear spirit,unreviewed
iliad,21,584,10,14,held this argument? He might see me leaving the city,unreviewed
iliad,21,586,10,13,Then there would be no escape from death and destruction;,unreviewed
iliad,21,588,14,16,“But if I go forth before the city and meet him face to face—,unreviewed
iliad,21,590,14,16,"there is one life in him, and men say that he also is mortal.",unreviewed
iliad,21,592,14,15,"So he spoke, and held his ground; and a bold heart rose within him",unreviewed
iliad,21,593,14,16,to wage war and fight. As a leopard comes forth from the deep wood,unreviewed
iliad,21,594,13,15,"to face the hunter, and is not troubled or afraid when it hears",unreviewed
iliad,21,595,14,17,"the barking; for even if the hunter is first to wound or strike it,",unreviewed
iliad,21,596,12,14,"the beast, pierced around by the spear, does not cease from courage",unreviewed
iliad,21,597,14,18,"until it has met him or been subdued—so the noble son of Antenor,",unreviewed
iliad,21,598,10,16,"godlike Agenor, would not flee before he had tried Achilles.",unreviewed
iliad,21,599,10,13,"He held his shield, smooth on every side, before him,",unreviewed
iliad,21,601,8,13,"“Surely in your heart you hope, glorious Achilles,",unreviewed
iliad,21,602,12,14,to sack the city of the proud Trojans on this day—fool!,unreviewed
iliad,21,604,10,14,"Within it are many men, brave men, who defend Ilium",unreviewed
iliad,21,605,10,15,"before their dear fathers and mothers, their wives and children.",unreviewed
iliad,21,606,12,14,"But here you shall meet your death, though you are a terrible",unreviewed
iliad,21,607,3,5,and fearless warrior.”,unreviewed
iliad,21,608,12,13,"So he spoke, and sent the sharp spear from his heavy hand;",unreviewed
iliad,21,611,11,14,rang terribly around him; the bronze leapt back from the blow,unreviewed
iliad,21,612,14,15,"and did not pierce it, for the gifts of a god held it away.",unreviewed
iliad,21,613,12,18,"Then the son of Peleus sprang upon Agenor, his equal in battle;",unreviewed
iliad,21,617,9,17,"Then Apollo himself, the far-shooter, standing before Achilles,",unreviewed
iliad,21,618,10,18,"took the exact likeness of Agenor. Achilles rushed after him,",unreviewed
iliad,21,619,12,18,"running at his feet, while Apollo led him away from the people,",unreviewed
iliad,21,621,13,19,"and running a little ahead of him. By his deceit Apollo charmed him,",unreviewed
iliad,21,622,12,13,so that always he hoped to catch the man with his feet.,unreviewed
iliad,21,623,10,19,"Meanwhile the other Trojans, escaping in fear, came gladly together",unreviewed
iliad,21,625,11,14,"They did not dare remain outside the city and the wall,",unreviewed
iliad,21,627,13,19,"and who had fallen in battle; but eagerly they poured into the city,",unreviewed
iliad,22,3,10,14,and drank away their thirst; while the Achaeans drew nearer,unreviewed
iliad,22,6,9,13,"by his ruinous fate, before the city of Ilium.",unreviewed
iliad,22,7,9,13,Then Phoebus Apollo spoke to the son of Peleus:,unreviewed
iliad,22,9,9,14,"yourself a mortal, while I am an immortal god?",unreviewed
iliad,22,11,11,13,though you rage on without rest. Do you care so little,unreviewed
iliad,22,13,10,15,who have gathered into the city while you wandered here?,unreviewed
iliad,22,14,12,14,"You shall not kill me, since death is not appointed for me.”",unreviewed
iliad,22,15,8,13,Swift-footed Achilles answered him in great anger:,unreviewed
iliad,22,16,12,15,"“You have harmed me, far-shooter, most destructive of all the gods,",unreviewed
iliad,22,17,9,15,turning me away from the wall; otherwise many Trojans,unreviewed
iliad,22,19,12,15,"Now you have robbed me of great glory, but saved them easily,",unreviewed
iliad,22,20,11,14,"since you feared no vengeance afterward. I would pay you back,",unreviewed
iliad,22,22,11,13,"So he spoke, and with great thoughts turned toward the city,",unreviewed
iliad,22,23,11,17,"leaping forward like a racehorse that bears a prize-winning chariot,",unreviewed
iliad,22,24,8,13,"and runs easily, stretching itself across the plain.",unreviewed
iliad,22,27,11,15,"shining across the plain like the star that comes in autumn,",unreviewed
iliad,22,30,10,13,"the Dog of Orion. Brightest it is among the stars,",unreviewed
iliad,22,31,12,16,"yet it is made a baleful sign, and carries a great fever",unreviewed
iliad,22,32,10,16,to suffering mortals. So the bronze flashed around Achilles’ breast,unreviewed
iliad,22,33,3,3,as he ran.,unreviewed
iliad,22,35,11,13,raising them high; loudly he cried and begged his dear son.,unreviewed
iliad,22,38,13,14,The old man stretched out his hands and spoke to him in pity:,unreviewed
iliad,22,39,11,13,"“Hector, my dear child, do not wait for this man alone,",unreviewed
iliad,22,40,10,13,"apart from the others, lest you quickly meet your fate,",unreviewed
iliad,22,41,11,15,"overcome by the son of Peleus, since he is far stronger—",unreviewed
iliad,22,42,12,14,that pitiless man. Would that he were as dear to the gods,unreviewed
iliad,22,43,13,16,as he is to me! Then dogs and vultures would soon devour him,unreviewed
iliad,22,45,12,14,"he who has made me bereft of so many sons, brave men,",unreviewed
iliad,22,46,9,13,killing them and selling them beyond the distant islands.,unreviewed
